GW1,GW2,GW3,Setor
-89,-85,-75,c1_s4
-88,-86,-75,c1_s4
-88,-84,-76,c1_s4
-86,-86,-75,c1_s4
-88,-85,-75,c1_s4
-89,-86,-76,c1_s4
-90,-87,-76,c1_s4
-88,-86,-75,c1_s4
-92,-85,-75,c1_s4
-88,-85,-75,c1_s4
-88,-86,-76,c1_s4
-92,-85,-75,c1_s4
-88,-86,-76,c1_s4
-89,-85,-76,c1_s4
-88,-85,-75,c1_s4
-91,-85,-75,c1_s4
-85,-84,-75,c1_s4
-89,-85,-76,c1_s4
-90,-83,-76,c1_s4
-91,-86,-76,c1_s4
-89,-84,-76,c1_s4
-90,-85,-75,c1_s4
-90,-84,-75,c1_s4
-89,-85,-75,c1_s4
-89,-85,-75,c1_s4
-90,-84,-76,c1_s4
-91,-85,-75,c1_s4
-90,-83,-76,c1_s4
-88,-85,-75,c1_s4
-90,-87,-76,c1_s4
-87,-85,-76,c1_s4
-89,-85,-76,c1_s4
-91,-85,-77,c1_s4
-91,-85,-76,c1_s4
-91,-85,-76,c1_s4
-87,-85,-75,c1_s4
-89,-84,-75,c1_s4
-89,-87,-76,c1_s4
-90,-85,-75,c1_s4
-89,-86,-76,c1_s4
-90,-87,-76,c1_s4
-90,-84,-76,c1_s4
-91,-85,-76,c1_s4
-89,-84,-76,c1_s4
-91,-85,-75,c1_s4
-94,-84,-75,c1_s4
-91,-85,-76,c1_s4
-87,-86,-75,c1_s4
-90,-85,-76,c1_s4
-90,-85,-76,c1_s4
-91,-86,-76,c1_s4
-91,-86,-76,c1_s4
-89,-85,-76,c1_s4
-90,-84,-76,c1_s4
-89,-85,-76,c1_s4
-89,-85,-76,c1_s4
-88,-84,-76,c1_s4
-93,-85,-76,c1_s4
-91,-86,-75,c1_s4
-89,-85,-75,c1_s4
-90,-86,-76,c1_s4
-87,-85,-76,c1_s4
-90,-85,-76,c1_s4
-88,-85,-76,c1_s4
-90,-84,-76,c1_s4
-88,-84,-76,c1_s4
-89,-83,-76,c1_s4
